,title,company,location,salary,summary
184,"Software Engineer, Machine Learning",Thread,London,,"Apply If this role sounds exciting to you, please apply below. If you’re unsure, please still get in touch—we welcome applicants from different backgrounds…"
185,AI/ML Engineer,GSK,London,,"They should be an outstanding scientist with in-depth knowledge in modern machine learning.Experience with biological data (e.g., genomics, transcriptomics,…"
186,Lead Data Scientist,Kainos,London,,"Significant experience in cleansing, filtering and re-factoring complex data from different sources (including non-traditional data sources)."
187,Data Engineer Senior Associate - Artificial Intelligence tea...,PwC,London,,Designing and building data pipelines to support data science projects.Delivery of solutions through the entire lifecycle from data sourcing to results.
188,Senior Data Scientist,GfK,London,,"Proven experience in senior data science/quantitative data analysis or related areas.Be part of a cross-functional development team, providing guidance and…"
189,Data Science Intern,Echobox,London,,"Lead the entire life-cycle of a cutting edge AI/ML project.Create and execute a presentation for your project, to be delivered in front of the tech team."
190,Senior Data Scientist,Funding Circle UK,London,,"Utilising the most innovative data sources and modelling techniques.Demonstrable experience in a decision scientist or modeller role, ideally from a company…"
191,Data Scientist,Aspire,London,,"If you are working in the programmatic space and have the enthusiasm to use data to make things better, faster and stronger, I want to hear from you!"
192,Data Scientist Intern,RELX Group,London,,"We will help you to establish, maintain, and tune customer risk models leveraging thousands of data points from the ThreatMetrix Digital Identity Network and…"
193,Data Scientist,Harrison Holgate,London,"£50,000 a year",Use data mining techniques to clean claims data and messages and extract key info that both actuarial and claims would find useful.
194,Applied Machine Learning Researcher (London),Seldon,London,,Within our Data Science team we work on distilling and conducting research to enable trust in production machine learning systems.
195,Principal Data Scientist,Harnham,London,"£80,000 - £130,000 a year",They've created a brand new role for an experienced Senior or Lead Data Scientist to be the technical lead for their Supply Chain area of the business so if you…
196,Senior Health Data Scientist,Marie Stopes International,London,,International | Technical Services Department.
197,Data Scientist - Credit/ Lending,Harnham,London,"£60,000 - £75,000 a year","Apply Machine Learning and Decision Science techniques to big financial data-sets to build conclusions on consumers.Up to £80,000 salary."
198,Data Scientist - Machine Learning (Python/SQL),Linux Recruit,London,"£70,000 - £100,000 a year","You will be involved in the full lifetime of their data products responsible for analysis of data to inform strategic business decisions, designing and building…"
199,Machine Learning Scientist (London),GreySpark Partners,London,,Supervising the data acquisition process if more data is needed.Ability to understand various data structures and common methods in data transformation.
200,Outside IR35 | Data Scientist | AI | Python | Contract | Lon...,GCS Recruitment Specialists Ltd,London,£550 - £600 a day,Outside IR35 | Data Scientist | AI | Deep Learning | Python | Pytorch | Computer Vision | Tensorflow | Contract | London.
201,Product Data Scientist,Harnham,London,"£45,000 - £55,000 a year",You will receive the opportunity to perform deep-dive advanced analytics using R or Python to predict customer behaviour through their innovative platform and…
202,Senior Data Science Engineer (x3 positions),Lloyds Banking Group,London,"£58,941 - £65,490 a year",You will develop Machine Learning systems in Python alongside our Data Engineers (who build the data pipelines and ensure quality) and in close collaboration…
203,"Data Science Analyst, Ascential Marketing Division",Ascential,London,,Provide subject matter expertise on data science to the wider business.Collaborate with other Data Science teams across the Ascential Group to share best…
204,Senior Data Scientist,Kainos,London,,"Senior Data Scientists apply their skills in quantitative analysis, data mining, machine learning and data presentation (storytelling) to see beyond the numbers…"
205,Machine Learning Engineer,Tokio Marine Kiln,London EC3M,,This role includes responsibility for; Building and maintaining data pipelines to support machine learning and pricing models; Prototyping infrastructure in…
206,Technologist - Artificial Intelligence + Machine Learning,Digital Catapult,London,,"Comfortable with data driven libraries such as pandas, numpy and scipy.Broad and hands-on experience with key technologies in machine learning, deep learning,…"
207,Data Scientist | Computer Vision | OpenCV | Permanent,GCS Recruitment Specialists Ltd,London,"£50,000 - £65,000 a year",A solid background acting as a data scientist.GCS are looking for a data scientist who has experience with computer vision projects to join on a project…
208,Senior Data Scientist,Direct Line Group,Bromley,,Demonstrate and lead the “art of the possible” showcasing new capabilities and driving innovation within the immediate data science team and wider data science…
209,"AI/ML- Machine Learning Internship (NLP), Siri Knowledge",Apple,London,,"Research experience in natural language processing, machine learning, or artificial intelligence;Good publication track records and history of creativity and…"
210,Machine Learning Product Owner - Data Science & AI,Asos.com,London,,"Collaborate with machine learning scientists, engineers and architects to translate business problems into machine learning problems."
211,Data & Analytics Consultant (m/f/d),Artefact,London,,"Optionally, knowledge of data processing and data modeling algorithms and techniques.A minimum of 1 year of work experience in a data-driven working…"
212,Data Engineering & Analytics,STEM Graduates,London,"£32,000 a year",Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.
213,Data Scientist,ECS,London,,Knowledge of machine learning and data mining techniques.Devise solutions to client business problems that leverage data driven analytical techniques.
214,Data Scientist,H&R Talent,London,"£55,000 - £65,000 a year",Building tools to automate data collection.Experience with common data science toolkits.Knowledge in developing software and data models.
215,Group Head of Data Science,Kingfisher Plc,London W2,,"Establish and lead a centre of excellence for data science, building strong collaborative relationships with local data scientists/analysts and supporting the…"
216,Senior Data Science Manager x2,Lloyds Banking Group,London,"£76,050 - £101,400 a year","Experience managing data science teams.Experience implementing and supporting Machine Learning systems including automating data validation, model training,…"
217,Sr. Data Scientist - ML Labs,AWS EMEA SARL (UK Branch),London,,Strong communication and data presentation skills.Analyze and extract relevant information from large amounts of historical data to help automate and optimize…
218,Data Scientist,Blue Legal,London,"£40,000 - £55,000 a year",Proven experience as a data scientist.Familiarity with cloud-based data science and machine learning services and APIs (e.g. Microsoft Azure).
219,"Senior Data Scientist, Advanced Analytics",IHS Markit,London EC2Y,,"Develop models, algorithms and data pipelines that leverage wealth of IHS Markit data to provide actionable insights to clients."
220,Data Scientist,Nationwide People Limited,London,,To develop and use of companies data infrastructure for analysis of business and security data.Demonstrable experience in data science project (preferably in…
221,Data Scientist,GCS Recruitment Specialists Ltd,London,£300 - £325 a day,"Experience working with big data.Experience working with data visualization software (Tableua or similar).My Client is seeking a technically literate, highly…"
222,Data Scientist - Clinical Supply Chain,GSK,Ware SG12 0DP,,Manage automated data extractions and intermediate transformation platforms.>3 years experience with data transformation tools.
223,Data Scientist - Banking experience - 12-month FTC,The JM Group,London,"£65,000 - £80,000 a year","For this role you must have solid SQL and programming skills in Python / R; knowledge and working experience of Hadoop, coupled with Software Engineering and…"
224,Data Scientist | Python | Tensorflow | Deep Learning | Contr...,GCS Recruitment Specialists Ltd,London,£500 - £550 a day,GCS are looking for a senior data scientist to join on a 6 month rolling contract with a specialist AI consultancy based in central London.
225,Senior Data Scientist,The Trade Desk,London,,"You are a broadly skilled data scientist with experience embedding models into always-on production systems, working across a variety of technologies and data…"
226,"Data & Analytics Manager, Health Industries",PwC,London,,As an experienced data scientist you will have a proven track record in supporting NHS organisations to solve data and analytics problems.
227,Business Analyst – Fundamental Data and Data Science,Argus Media,London,,Good knowledge of Excel for data manipulation.Experience as a Business Analyst in a software delivery data focussed role.
228,Senior Data Scientist,Consortia,London,"£85,000 a year",Several years of commercial experience using large data sets.You will be hands on in developing and leveraging data-driven frameworks for measurement at one of…
229,Senior Data Scientist,Expedia Group,London EC1V 4EX,,You will contribute to Hotels.com’s & Expedia Group's wider data science efforts – an area of major focus for the company.
230,Data Scientist / Machine Learning Engineer,Blue Pelican,London,"£50,000 - £65,000 a year","A strong background in data science techniques as well as coding using Python.Working closely with the CTO, you will deliver data science solutions and…"
231,Statistician,The Economist Newspaper Limited,London E14,,Basic knowledge of querying data using SQL would be preferable.Prior experience in the domain of macro-economic or financial data would be an advantage.
232,Quantitative Researcher (Data Science/Machine Learning/Mathe...,G-Research,London,,"We pair this expertise with machine learning, big data, and some of the most advanced technology available to predict movements in financial markets."
233,Lead Data Scientist - Digital,CAPCO,London,,"Experience with data visualisation tools (Tableau, QlikView etc).Clean, manage, and structure data from disparate sources.DevOps experience (Git, CI etc)."
234,Lead Data Scientist,Consortia,London,"£65,000 - £75,000 a year","You will hit the ground running in a successful Data Science function, supported with the infrastructure and resources to produce the best solutions."
235,Senior Behavioural Data Scientist,Swiss Re,London,,"You will receive a wealth of experience as a data scientist in a large corporate organisation, with close mentoring and training opportunities."
236,Head of Data Analytics,Agile Recruit,London,"£100,000 a year","Ability to visualize complex data.You will be required to understand my client's complex big data set and create new insights into end-user behavior, data…"
237,Head of Data Science,Harnham,London,"£100,000 - £120,000 a year","£120,000 Salary + Bonus + Benefits.Major UK B2B Bank looking for a Head of Data Science, you will be leading up the Data Science function of the company in a…"
238,Data Scientist - Gaming/ Betting,Harnham,London,"£50,000 - £80,000 a year",Extensive previous commercial experience as a data scientist/ machine learning engineer.Utilising large amounts of digital betting data to maximise revenue.
239,Head of Decision and Data Science,Harnham,London,"£120,000 a year",Extensive experience of data management in a customer driven market.Looking for a Head of Data Science to help build out a Data Science function in a growing…
240,Senior Data Scientist (FTC),Harnham,London,"£55,000 - £65,000 a year","Senior Data Scientist - Fixed Term Contract (5 months).Up to £65,000 Salary (Pro Rata).Major UK Brand looking for a Senior Data Scientist for a 5 - 6 month…"
241,Data Analytics Assistant Manager,Grant Thornton,London,,"This can include data analytics, data science, data strategy or data governance disciplines.Develop and build data and technology solutions/service offering…"
242,Data Scientist - Simulations Chapter,GroupM Data & Technology,London,,"Experience analysing large volumes of data and panel-based data.Exploratory data analysis, hypothesis testing, data preparation, and product prototyping based…"
243,Data Scientist - Manager - UKI Assurance - Forensic Data Ana...,Ernst & Young,London,,"Carry out reactive and proactive data analysis of large structured and unstructured datasets, from a variety of data sources.Ideally, you’ll also have."
244,Data Scientist - Contract,GCS Recruitment Specialists Ltd,London,£400 - £450 a day,"Initially the role will be home based however once the current situation with COVID 19 allows, it will then be based from their London offices."
245,Senior Data Scientist,Lloyd's Register Group,London,,Able to define and supervise work of other data scientists (internal and external).Lead best practices in data science and transfer knowledge to non-data…
246,Genomics Data Scientist,Paramount Recruitment Ltd,London,,Proven understanding of clinical and phenotypic data management and the sensitivities surrounding patient cohort data.
247,Senior Data Scientist,Avanade,London,,"Understanding of data science methodologies and the processes data scientists follow in problem solving.Experience in data analytics, BI, data warehousing,…"
248,"Consultant, Geospatial Analytics, Consulting, London",Deloitte,London,,"Experience with business intelligence, analytics, data, databases and predictive modelling.Project delivery specialising in spatial analytics & data science …"
249,Lead Data Scientist,Zebra People,London,"£100,000 a year","SQL – you won’t be afraid of analysing real world, messy data.Three years into their journey, this company are looking to change the face of beauty sales…"
250,Principal Machine Learning Consultant,Harnham,London,"£90,000 - £120,000 a year","As a Principal ML Consultant, you will be teaching and training a class of strong graduate consultant on Machine Learning, leading client engagements and…"
251,Senior Data Scientist,ADLIB,London,"£60,000 - £80,000 a year",Full-stack data science experience.Make a big impact on the data landscape.You will be one of the first hires into this new team who will work with their…
252,Data Scientist - R& Python,Metrica Recruitment,West London,"£35,000 - £40,000 a year","As a data scientist, you will be responsible for utilising the most cutting edge data techniques to deliver bespoke solutions to both internal stakeholders and…"
253,Internship in Natural Language Processing (NLP),G-Research,London,,"An interest in applying data science, machine learning and optimisation techniques to real-world problems.10 week summer programme (July to September 2021)."
254,Data Scientist/ Senior Data Scientist,Harnham,London,"£50,000 - £90,000 a year","£50,000 - £90,000 (dependent on level).Apply Machine Learning techniques to big datasets to build commercial insights.Strong programming skills in Python."
255,Data Scientist,Opus Recruitment Solutions,London,,"Experience with data pipeline technologies (i.e Airflow).Working within a team of Data Scientists, Software Engineers and Data Engineers, the successful…"
256,"Senior Data Scientist, Marketing",Deliveroo,London,,Our team members use technical skills from the whole spectrum of data science: building analytical tools; informing decision making at all levels of the…
257,"Technical Sourcer, Data Science",Deliveroo,London,,"We’re offering permanent and contract roles based in the UK or remote across Europe where we have a local presence (Ireland, France, Spain, Poland and the…"
258,"Head of Data & Analytics Platforms - Relocation to Doha, Qat...",EPAM Systems,London,,Experience with big data architectures and data modelling to efficiently process large volumes of data.The plan should deliver a highly scalable data lake…
259,Data Scientist Champion,Aspire Resourcing,London,,Possess considerable experience working as a data scientist.Proficient with SQL and NoSQL data bases.Data Scientist required with expert knowledge of data…
260,Machine Learning Engineer,IG Group,London,,"Build data pipelines to move and transform large volumes of data.Building real time data processing applications.Able to write clean, testable Python code."
261,"Manager, Banking Data Analytics Consulting, London",Deloitte,London,,"Application of big data tools (e.g. Hadoop), advanced SQL and data manipulation and cleansing techniques.(ii) Advanced proficiency in quantitative analysis,…"
262,Applied Scientist - Information Retrieval and Natural Langua...,Evi Technologies Limited,London,,"Strong publication record at top academic conferences such as NeurIPS, ICML, AISTATS, ICLR, KDD, CCS, PETS, etc."
263,Graduate Machine Learning Engineer,Oho Group,London,"£35,000 - £40,000 a year",The successful candidate will be working across programming languages and technologies on pioneering projects in their space.
264,"Data Scientist, Economist",Deliveroo,London,,"Data scientists at Deliveroo report into our data science management team, and we have a strong, active data science community, with guest lecturers; a robust…"
265,Analytics Engineer,Pollinate International Ltd.,London,"£30,000 - £40,000 a year",Automating data science and engineering processes.Building data science & analytics products at scale across regions.
266,"Core Data Science, PhD Intern (London 2021)",Facebook,London,,"Think creatively, proactively, and futuristically to identify new opportunities within Facebook's long term roadmap for data-scientific contributions."
267,Internship in Machine Learning,G-Research,London,,We will also consider exceptional candidates with a proven record of success in online data science competitions (e.g. Kaggle).
268,"Data Science Manager, London",Facebook,London,,Recruit and develop teams of experienced data scientists.Extract useful product insights from large data sets.
269,"Head of Data Science, Financial Crime",Monzo,London,,Set the data strategy for financial crime data - from working with engineers on ensuring that we capture the right data to building predictive models that help…
270,Head of Data Science,Consortia,London,"£90,000 - £115,000 a year","Experience working with marketing and engagement data i.e. behavioural data, digital interactions.This start-up is already turning a profit with a solid…"
271,Senior Data Scientist,Eames Consulting,London,"£70,000 a year","Experience with geographic modelling or processing of geo-data.This is a greenfield initiative in a business unit which offers a start-up feel, with the…"
272,Analyst - Customer Loyalty Analytics,Sainsbury’s DTD,London,,At least 2 years’ experience in an analytical role (analyst or data scientist).Able to have effective technical conversations and pair with data engineers to…
273,Senior Data Scientist - Marketing / Growth,Cuvva,London,"£60,000 a year","Own the build out of Cuvva’s marketing data analysis stack including data pipeline, tagging and attribution modelling.Head of Data & Pricing Analytics."
274,Lead Data Scientist,Harnham,London,"£60,000 - £80,000 a year","You will be the first hire in the London Data Science team, building Machine Learning models to assist their sports-book and other betting platforms as well as…"
275,Head of Data Science - London - Creative,GCS Recruitment Specialists Ltd,London,"£100,000 - £140,000 a year",You will ideally have experience understanding client/brand behaviour through data and be able to suggest the best solutions for clients based on this data.
276,SENIOR DATA SCIENTIST,DataSpartan Consulting,London EC2V 7RS,,"Knowledge of statistics, machine learning and data analytics techniques.You will bring an exceptional academic background in a technical field combined with…"
277,Deputy Director - Data Science and Digital Services,UK Government - Institute for Apprenticeships and...,London,"£71,000 a year","Experience or knowledge of technical education data, policy and strategy.This will include economic evaluation and analysis, policy research, data science,…"
278,DATA SCIENTIST,DataSpartan Consulting,London EC2V 7RS,,"Collaborate with our data analysts to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models."
279,Senior Data Scientist,Refinitiv,London,,"Working with large, diverse data sets using big data and public cloud technology.Ability to track down complex data quality and data integration issues,…"
280,"Head of Data, Data Science + Engineering",Trainline,London,,"Our Data Engineers are responsible for our real time data processing platform, which processes billions of rows a day into our Data Lake and hosts a number of…"
281,Research Data Scientist,Metrica Recruitment,London,"£50,000 - £60,000 a year","You will be involved in the data-mining, machine learning and graph analysis techniques for a variety of modelling problems involving customers, their…"
282,Data Scientist,Michael Page UK,London,£300 - £400 a day,"A track record of working with data analysis and handling sensitive data.Work closely with Product Owners to define and prioritise business problems, and then…"
283,"Research Scientist, Natural Language Processing (PhD)",Facebook,London,,"Our research spans multiple areas across NLP and machine learning, including deep learning/neural networks, machine translation, natural language understanding…"
284,Data and Analytics Specialist,Harnham,London,"£55,000 - £60,000 a year","Working with stakeholders/clients and data consumers to gather requirements.They are a well-renowned and global business with hundreds of consultants, but are…"
285,Principal Data and Analytics Strategy Consultant,AWS EMEA SARL (UK Branch),London,,"12+ years of related experience in data management and data architecture.Experience managing data operations, cloud computing, data strategy, data governance,…"
286,"PhD Student, London (AI)",Facebook,London,,Devise data-driven models of human behaviour.Perform research that improves computational understanding and representing of data.
287,Applied Scientist,Yelp,London,,"Experience with data analysis/statistical software and packages (pandas/statsmodels/sklearn within Python, R, etc.)."
288,Apple Media Products (AMP)- Big Data Engineer - Core Marketi...,Apple,London,,"We are looking for a data engineer who can partner with our marketing teams, business, data scientists & engineering to deliver data engineering solutions to…"
289,Senior Data Scientist,Notonthehighstreet.com,Richmond,,"The data science team has several stakeholders, and we need to ensure that new work is identified early and managed efficiently."
290,AI/ML Engineer - Knowledge Graph,GSK,Brentford,,"Our focus is on bringing data, analytics & science together into solutions for our scientists to develop medicines for patients."
291,Bioinformatics Data Scientist,Paramount Recruitment Ltd,London,,"A PhD in a quantitative discipline such as Statistical Genetics, Mathematics, Physics or similar or equivalent work experience -Familiar with a wide range…"
292,Data Scientist - Machine Learning,Metrica Recruitment,West London,"£50,000 - £55,000 a year",An experienced data scientist with the ability to interpret large data sets to generate actionable insight.Your work will range from optimising the warehouse…
293,Data Scientist - Consultancy,Metrica Recruitment,London,"£40,000 - £50,000 a year",Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools.Over 18 months years of experience in operational research…
294,Machine Learning Engineer (Contract),Harnham,London,£500 - £600 a day,We are looking for experienced contractors that have a deep understanding of Data Science and Machine Learning and are able to communicate at all levels.
295,Data Science Python Engineer,Oleeo,Wimbledon,,Expanding and optimizing data and data pipeline architecture as well as optimizing how data flows through the system.
296,Machine Learning Engineer - AdTech,Harnham,London,"£55,000 - £65,000 a year",You will build data and models pipelines both offline and in real-time.The role of Machine Learning Engineer involves using their large data-sets to build and…
297,Senior Data Scientist - eCommerce,Harnham,London,"£60,000 - £70,000 a year",The role of Senior Data Scientist will sit in the data science team that focuses on lending and credit risk.There are different data science teams which focus…
298,Senior Data Scientist,Metrica Recruitment,North London,"£65,000 - £70,000 a year",Experience conducting analysis on large data sets and providing rigorous interpretations of the results.You will work on projects in all the areas touched by…
299,"Data Scientist Degree Apprenticeship, Ware, 2021",GSK,Ware SG12 0DJ,"£17,000 a year",Conducting a range of analytical studies on data.Developing a good understanding of data structures and database systems.
300,Machine Learning Engineer,Deliveroo,London,,"You will be working in a cross-functional team alongside engineers, data scientists specialized in analytics and inference, and product managers to develop…"
301,Lead Data Scientist,Datatech Analytics,London,"£97,000 a year",Use analytics to uncover insights from engineered data sets.A strong commercial background within a hands on data science position.
302,Data Scientist,Cloister Resourcing,London,,Using statistical computer languages (python and R) to manipulate data and draw insights from large data sets.
303,NLP/Speech Research Scientist- London,BeyondMinds,London,,"Ph.D. in Computer Science, Electrical Engineering or a related technical field, with research focused on NLP/Speech.Experience with PyTorch and/or TensorFlow."
304,Senior Data & Analytics Developer,Austin Fraser,London,"£60,000 - £75,000 a year","Excellent Knowledge of data & analytics.Strong understanding of data science, machine learning, AI, and predictive/statistical modelling."
305,Senior Data Scientist – London,kdr Recruitment,London,"£75,000 - £90,000 a year","My client is looking for an experienced Data Scientist @ Senior level, to help build & design new data applications & implement frameworks."
306,Senior Data Scientist,Datatech Analytics,London,"£75,000 a year",Help coach data scientists and upskilling business analysts.Possess considerable experience working as a data scientist.Commercial experience of 3-5 years.
307,Analytics Engineer,Cera Care,London EC1A 2BN,,"You’ll develop and manage data products, including flat tables that make it easy for reporting analysts using BI tools, and normalising data into schemas that…"
308,Internship- Data Science- London,Expedia Group,London EC1V 1NS,,"; implementation experience of MapReduce techniques, in-memory data processing, etc.You will use and manipulate large data sets to design algorithmic and…"
309,Senior Data Scientist - 5 Months FTC,Harnham,London,"£55,000 - £60,000 a year","As a Data Scientist, you will be working in the data science team that focuses on modelling complex business problems around improving customer experience…"
310,VP of Data Science,Harnham,London,"£80,000 - £180,000 a year",Experience building out a team/ data science function.Extensive hands-on experience in data science and machine learning.
311,Data Scientist | Python | R | Contract | London,GCS Recruitment Specialists Ltd,London,£500 - £600 a day,"You will have good experience working with large data sets.Any experience doing data engineering in the cloud would be ideal such as Azure, AWS or GCP for…"
312,"Research Scientist, Computer Vision, Applied Research (PhD)",Facebook,London,,Experience manipulating and analysing data from different sources.Devise better data-driven models of human behavior.Knowledge in a programming language.
313,Data Scientist,BSBI CONSULTING LTD,Watford,,"Interest and/or background in data engineering concepts (e.g. optimisation methods, data models and structures, algorithms)."
314,Senior Data Scientist,career moves group,London,,"We appreciate that as a result of COVID-19, it is a very uncertain time for a lot for people. Please know that the team at Career Moves are still working and…"
315,Senior Health Data Scientist,DirectTemping,Whitechapel,£21 an hour,"Contribute to outputs of data for use in a statistical package such as R or STATA and data visualisation.To understand the related metadata, codes, concepts…"
316,Lead Data Scientist,GSK,Brentford,,"Knowledge of the data landscape in healthcare (EHR, claims data, real world data, HEOR data) and/or Experience in healthcare/pharmaceutical)."
317,Senior NLP / ML Researcher,Nerdify,London,,"Lead research projects, mentor research engineers, and stay abreast of the latest technologie.Develop AI-platform tools by using a variety of NLP, Machine…"
318,Lead Big Data Engineer,CGI,London,,"Python, Spark for data pipelines.As the successful candidate you will offer a demonstrable track record in building scalable big data solutions with a view to…"
319,Data Science Engineer - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
320,Staff ML Engineer - Media Understanding,Twitter,London,,"Strong computer science fundamentals, algorithms, and data structures background.The models you build will be closely integrated into production services in…"
321,"Deputy Director, Advanced Analytics",UK Government - Department for Transport,London,"£71,000 a year","Membership of the operational research or data science professions, with expertise spanning operational research, modelling and data science."
322,"Data Science Lead, Reliability Analytics",Google,London,,"Experience in working with large scale data systems for acquisition, storage, and management of complex data flow."
323,Lead Data Scientist - Open to Flexible Working,EY,London,,"Managing, coaching and mentoring a team of junior data scientists and apprentices.The ability to work and collaborate with an interdisciplinary team of…"
324,Data Science Writer,IQVIA,London,,"Knowledge of healthcare patient-level data.Experience with patient-level, longitudinal data.There will also be more typical data scientist responsibilities,…"
325,Senior Data Scientist / Software Engineer (Home Based),IQVIA,London,,Reproducible exploration of biomarker data.Understand and conceptualize the complex needs of our biomarker and clinical scientists.
326,Climate Analytics Consultant,Institutional Shareholder Services,London,,Manage the implementation of advisory mandates and bespoke data deliveries of ISS ESG Climate Solutions.The successful candidate will manage the implementation…
327,Data and ML Engineer,AWS EMEA SARL (UK Branch),London,,Hands on experience working on large-scale data science/data analytics projects.Ability to take Machine Learning models and implement them as part of data…
328,Lecturer/Senior Lecturer in Data Science (Databases),University of Greenwich,Greenwich,"£33,797 - £49,553 a year","Candidates will be expected to join one of our existing research teams relevant to their specialism, if applicable, or participating in projects jointly…"
329,Data Scientist - Insurance,Harnham,London,"£65,000 - £70,000 a year",Have a huge variety of very rich data to work with.As a business they focus their efforts on real-time machine learning for the good of the customer.
330,VP Applied AI - Digital & Platform Services Operations - CIB...,"JPMorgan Chase Bank, N.A.",London,,Hands-on experience analysing data.Research and analyse data sets using a variety of statistical and machine learning techniques.
331,Machine Learning Engineer,Dataseat,London,,"Ability to query large amounts of data, build models and derive insights for customers.Generating insight from campaign data using Python, Tableau, and other…"
332,Machine Learning Engineer - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
333,Remote or Cambridge Based - Data Scientist / Machine Learnin...,GCS Recruitment Specialists Ltd,London,"£25,000 - £65,000 a year","Experience with working on large data sets and data preprocessing/wrangling.The brightest in the industry, location not being a factor they have gathered great…"
334,Senior Data Scientist,The Culture Trip,London,,"Experience in a technical leadership capacity, mentoring junior data scientists and leading technical development.50% off Pure Gym annual membership."
335,Computational Statistician (Home Based),IQVIA,London,,"Work on an R package to perform standard statistical analyses of clinical trials data.We are supporting interdisciplinary team in Biometrics that designs,…"
336,Leadership Partner - Data & Analytics (UK),Gartner,Egham,,"Provides advisory guidance to CDO s with regard to enterprise-wide data and information strategy, governance, control, policy development, and data optimization…"
337,Senior Applied Scientist - Information Retrieval and Natural...,Evi Technologies Limited,London,,"Ph.D. in Machine Learning, Natural Language Processing, Information Retrieval or a related discipline.Strong publication record at top academic conferences…"
338,Permanently Remote Data Scientist / Machine Learning Enginee...,GCS Recruitment Specialists Ltd,London,"£60,000 - £90,000 a year","Experience with working on large data sets and data preprocessing/wrangling.Strong organisational and self-starting skills, happy to work in a team and…"
339,Senior Data Scientist,Harnham US,London,"£55,000 - £75,000 a year",You will work across a vast array of complex projects and problems within applied data science and machine learning within a growing and talented team.
340,Senior Data Scientist/ Machine Learning Developer,Jewels Recruitment,London,,"3-4 years hands-on data science/ machine learning experience.Strong coding skills in Python.Good academic background in Computer Science, Mathematics, Physics…"
341,Machine Learning Engineer Internship,G-Research,London,,Knowledge of algorithm and data structure fundamentals.Experience and coursework in machine learning and data science.
342,Product Owner - FinCrime Data Science,Revolut,London,,"We are hosted on Google Cloud Platform and our data scientists and engineers rely heavily on DataFlow, Big Query, Apache Beam, Apache Flink & Airflow for their…"
343,"Assistant Manager/Manager, M&A Analytics, Transaction Servic...",Deloitte,London,,"Manipulate large data sets to provide compelling, value add outputs.Ability to ETL client data to facilitate analysis / visualization."
344,Machine Learning Engineer,LEGO,London,,"Experience with machine learning, data mining and/or statistical analysis.Leverage deep learning expertise to create new experiences and opportunities for LEGO…"
345,Customer Data Analytics Manager,Success Appointments,London,"£55,000 a year",Experience mining large and complex data sets.Experience using statistical and data science techniques to deliver business projects.
346,"Data Science Director, Community Integrity",Facebook,London,,"Inspire, lead and grow 25+ data scientists across multiple teams.The data science team partners as fellow product leads with product managers, software…"
347,Data Science Specialist - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
348,ARTIFICIAL INTELLIGENCE SPECIALIST,DataSpartan Consulting,London EC2V 7RS,,Work closely with data scientists to solve difficult engineering and machine learning problems and produce high-quality code.
349,Decision Scientist,PayPal,Richmond upon Thames TW9 1EH,,Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems.
350,Data Science Consultant,Harnham,London,"£40,000 - £80,000 a year","You will be working in teams of highly skilled data scientists and collaborating on projects.As a Data Science Consultant, you will be working for a well…"
351,Machine Learning Engineer,STEM Graduates,London,"£32,000 a year",Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.
352,"IED, Quantitative Trading Analytics",Morgan Stanley,London,,"Using data-science techniques, you will be tasked with producing market intelligence and systematic content & signals, derived from a significant range of cross…"
353,Digital Analytics Account Director,Croud,London EC2A 4AA,,Collaborate effectively across the business to ensure analytics and data solutions sits at the heart of our offering.Experience with tracking mobile apps.
354,Data Science Lead,Harnham,London,"£75,000 - £80,000 a year","Mining large and complex data sets - both structured and unstructured data including efficient data extraction, transformation and application."
355,ML Engineer / Data Scientist,Venturi,London,"£55,000 - £65,000 a year","You will be applying NLP and other machine learning techniques to large amounts of data and performing analysis.Generous holidays, plus your birthday."
356,Real World Data Senior Biostatistician,IQVIA,London,,"Knowledge of real-world data needs of pharmaceutical clients.Proven experience working with large, individual-level data sets/ databases."
357,"Technical Recruiter, Data Science",Deliveroo,London,,"We’re offering permanent and contract roles based in the UK or remote across Europe where we have a local presence (Ireland, France, Spain, Poland and the…"
358,Analytics Industrial Placement,PA Consulting Group,London,,"Keen interest in analytics and data.Whether you build frameworks for managing data, providing in-depth analysis or modelling data, you could help clients…"
359,Data Science Engineer,G-Research,London,,Strong interest in the engineering surrounding data science and hands-on experience in building data processing pipelines including distributed ML and streaming…
360,"Manager, AI Risks and Ethics, Data Risk Analytics, London",Deloitte,London,,Proven ability to deliver complex data analytics and machine learning projects.Familiarity and competency with some of the key tools used in information…
361,Health analytics consultant,Lane Clark & Peacock,London,,"Managing a team of data scientists and healthcare professionals in the delivery of different phases of projects, co-ordinating data management and analysis."
