,title,company,location,salary,summary
0,Data Analyst/Data Scientist,The Bridge,London,"£25,000 - £30,000 a year",In this role you will support the company's Data Scientist in identifying talent using your expertise within data analysis.Degree within a numerate subject.
1,Data Scientist,Lewisham Council,London,"£46,536 - £48,576 a year","Job type: Full-time 35 hours.Salary: £46,536 - £48,576 per anum (PO5) pay award pending."
2,NHS Test and Trace - SEO Data Scientist,UK Government - Department of Health and Social Ca...,London,"£36,819 - £45,998 a year",Experience cleaning data for machine learning projects.Data science innovation / Developing data science capability.
3,Data Scientist,Amazon Online UK Limited,London,,4+ years of relevant experience as data scientist.Highly analytical and data-driven: You solve problems in ways that can be backed up with verifiable data.
4,Artificial Intelligence – Data Scientist,Deutsche Bank,London,,"Designing, developing, deploying and managing new functionality of AI Advisor and build data sourcing and integration layer of AI engine."
5,Data Scientist,Data Idols,London,£600 - £850 a day,As a Data Scientist you will work on a variety of interesting data challenges with access to the latest technology.
6,Junior Data Scientist,Novafutur,London,,"Being a data scientist would require the ability to analyse big data sets coming from heterogeneous producers both in real time and offline, as well as to apply…"
7,Data Scientist - NLP - Natural Language Processing - Financi...,Kite Group,London,"£85,000 - £95,000 a year",Data Scientist is required to join a leading Financial Services organisation to work on the applying data science techniques to their front-office compliance…
8,Data Scientist Intern,Samsung Electronics,Staines-upon-Thames,,"Strong python skills for data analytics, familiar with common python packages including numpy, pandas, sk-learn and Keras and/or TensorFlow frameworks."
9,Data Scientist Intern - UK,MOLOCO,London,,Data curation: integrating data from different sources including the first party mobile app data and some third party public data.
10,Global Data Scientist,MediaCom,London,,"Demonstrated experience applying data science methods to real-world data problems.Develop programs that automate data collection, assimilation, aggregation and…"
11,Data Scientist,G-Research,London,,"Demonstrable proficiency in statistical data analysis and data visualisation.You will use your knowledge of data blending, statistical analysis, and machine…"
12,Data Scientist,Deliveroo,London,,"Data scientists at Deliveroo report into our data science management team, and we have a strong, active data science community, with guest lecturers; a robust…"
13,919-LE-35152917-EXT Senior Data Scientist,Public Health England,London SE1,"£36,329 - £42,481 a year","Respond to complex or sensitive data requests.Understand, interpret, write and maintain data manipulation scripts using statistical and software programming…"
14,Data Scientist,BMT Group,London,,"Experience of and/or interest in Machine Learning, Deep Learning, data science, statistical data analysis and data visualisation."
15,Data Scientist,Openreach,London,"£68,000 a year",Work with large data sets to solve complex problems.Gather data and build data science and algorithmic solutions to address business problems requiring…
16,Data Scientist - Data Science & AI,Asos.com,London,,Presenting data and insights in new and innovative ways using data visualisation tools and storytelling.Experience accessing and combining data from multiple…
17,Data Scientist,Croud,London EC2A 4AA,,Demonstrable experience in data science.Experience preparing data for modelling.The Data Science & Tools team will help to drive the progress of Croud’s…
18,Junior Data Scientist - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
19,Data Scientist,"JPMorgan Chase Bank, N.A.",London,,"Requirements: - PhD or MSc in a quantitative field (applied mathematics, engineering, physics, machine learning, statistics) - Strong coding skills in Python …"
20,Data Scientist,Secret Intelligence Service,London,"£42,328 - £68,265 a year","You can work with data engineers to map, produce, transform and test new data feeds for data owners and consumers, selecting the most appropriate tools and…"
21,Graduate Program - Associate Data Scientist,RELX Group,London,,"Create data dictionaries, manage complex entity relationships, and assess data quality.Independently run small data exploration and machine learning projects."
22,Data Scientist,Bank of England,London,"£45,900 - £50,000 a year",And acting as a role-model for best practices and propagating data science big data capability to the wider Bank and in industry.
23,Data Scientist,Amazon Digital UK Limited,London,,"Experience collaborating with software development teams, data scientists, business intelligence or other technical roles."
24,HR Data Scientist,Capgemini,London,,"Our vision is to provide insights that support data-driven decisions by using unique, innovative solutions that elevate our customers from being reactive to…"
25,Research Data Scientist,dunnhumby,London,,"Experience with handling large data volumes with modern data processing tools, e.g. by using Hadoop / Spark / SQL Analytical Techniques."
26,Data Scientist (happy to talk flexible working),Grant Thornton,London,,5+ years working as a data scientist / data analyst in a B2B environment.Experience working as a consultant delivering data analytics engagements to external…
27,Applied Data Scientist,dunnhumby,London,,"Using big data, deep expertise and AI-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put…"
28,"Senior Data Scientist, time series data insight",Expert Employment,London,,Exposure to time series data generated by IoT platforms.Data Scientist required to work on real time sensor applying Machine Learning and predictive analytics…
29,"Transport Data Scientist, real world logistic analysis",Expert Employment,London,,"Data Scientist required to work on transport modelling, data analysis and route optimisation.Logistics, transport or route planning experience;"
30,"Senior Data Scientist, algorithm development",Expert Employment,London,,Data Scientist required for a hands-on senior role analysing data and developing algorithms that will take real world instrumentation data and apply Machine…
31,Data Scientist,Tripledot Studios,London,,Develop and iterate on cutting-edge data pipelines and data models in production to ensure data integrity and efficiency.
32,Data Scientist,Samsung Electronics,Staines-upon-Thames,,"As a data scientist your role will involve:Data collection, data fusion, statistical data modelling and evaluation experience in python."
33,Principal Data Scientist,Nesta,London,"£46,000 - £57,000 a year","These data scientists will be at the forefront of designing, scoping and delivering data science projects that deliver impact in these areas."
34,Data Scientist (UK),Primer,London,,"Skills in data exploration, visualization, and cleaning.Experience applying machine learning algorithms to real data sets, preferably including text analysis…"
35,DATA SCIENTIST | VERV | LONDON OR SHEFFIELD,Austin Consultants,London,"£55,000 - £65,000 a year","Experience with data pipeline technologies such as airflow.Work within a team of Data Scientists, Software Engineers and Data Engineers."
36,Data Scientist - Sport and Racing,Kindred Group,London,,"Experience dealing with varied data sets and data pipelines.Work with varied Quant Team data products including raw data files, structured databases, APIs and…"
37,Research Associate or Research Fellow (Data Scientist),King's College London,London,"£38,304 - £45,026 a year",Perform large scale principled data analysis to answer research questions.Experience and awareness of ethical issues and data governance.
38,NHS Test and Trace - Principal Data Scientists,UK Government - Department of Health and Social Ca...,London,"£49,529 - £62,286 a year",Ability to mentor junior data scientists in best practice.Experience cleaning data for machine learning projects.Exposure to writing ‘production level’ code.
39,Data Scientist,Global Radio,London,,Knowledge of our main data warehouses and data workflows that we are working with.Passionate about data and knowledge of data visualisation (Tableau experience…
40,Data Scientist,Lendable,London E1 6JE,,"Research new data sources, advise on costs / benefits of introducing the data into lending decisions.Translate business issues into data issues that facilitate…"
41,"Data Scientist, Product",Facebook,London,,"Building key data sets to empower operational and exploratory analysis.Apply your expertise in quantitative analysis, data mining, and the presentation of data…"
42,"Senior Data Scientist - Global Technology Infrastructure, Ap...","JPMorgan Chase Bank, N.A.",London,,Data Science teams at JPMorgan combine cutting edge artificial intelligence techniques with the company's unique data assets to optimize the business decisions…
43,Senior Data Scientist,Marks & Spencer,Paddington,,Work with the Head of Function and other data scientists within a small team using expert knowledge of data science techniques (specifically simulation /…
44,Data Scientist,Templeton and Partners,London,£450 - £500 a day,"Templeton & Partners is looking for Data Scientist to start on project in London, UK.Rate: 450 - 500 GBP per day."
45,Performance Marketing Data Scientist,King.com,London,,"Work with engineering, development and data- warehouse teams to ensure our data is precisely specified, understood and consistent."
46,Data Scientist,Amazon Dev Centre (London) Ltd,London,,Experience with unstructured textual data.Experienced in using multiple data science methodologies to solve complex business problems.
47,MASTER DATA SCIENTIST,Bangura Solutions,London,,The candidate should have experience of master data management as well as master data process and strategy development.Understanding and use of BOM concepts.
48,Data Scientist,Visa,London,,Mid-level experience solving problems with real-world data.Identify trends in our client work to inform Visa’s data product development path.
49,"Data Scientist, Economist",Deliveroo,London,,"Data scientists at Deliveroo report into our data science management team, and we have a strong, active data science community, with guest lecturers; a robust…"
50,Data Scientist,CKM Analytix,London,,Passion for quantitative problem solving and developing data driven solutions to difficult business questions.
51,Senior Data Scientist,Afiniti,London,,"Knowledge of big data technologies (e.g. Spark, Hadoop), large scale data analysis, functional analysis and deep learning.Manages to 1-3 project at a time."
52,"Data Scientist, Causal Inference",Deliveroo,London,,Our team members use technical skills from the whole spectrum of data science: building analytical tools; informing decision making at all levels of the…
53,"CED - Economic Data Scientist, Senior Associate",Financial Conduct Authority,London E20 1JN,"£62,000 a year",Experience working with other data science tools.Economic Data Scientists at the Senior Associate level will typically lead individual workstreams within large…
54,"Econometric Data Scientist, International",Warner Music Group,London,,Interact with data engineering teams to identify the data needs for mathematical models.The Research + Analysis department works to influence WMG’s strategy…
55,Data Science Intern,Liquidnet,London,,A good candidate will conduct themselves professionally and enjoy interacting with other professional quants and data scientists.
56,Senior Data Scientist,Collinson,London EC3A 7BU,,"Knowledge of common data science techniques including data preparation, exploration and visualisation.Machine learning and exploratory data analysis."
57,Data Scientist - Farm Heroes Saga,King.com,London,,"Cloud- based big data solutions such as Redshift, BigQuery;Champion data within the team, and share your knowledge with the wider Data Science community."
58,Senior Data Scientist,Aviva,London,,We have invested heavily into Aviva Quantum - our global data science practice that brings together 700 data scientists from across the globe to understand…
59,"Consultant, Data Scientist, Ventures, Tax, London",Deloitte,London,,"You will be responsible for applying data mining techniques, undertaking statistical analysis, deploying cutting edge machine learning tools and techniques and…"
60,Bioinformatician/Data Scientist,The Institute of Cancer Research,Sutton,"£32,000 - £44,400 a year","Deploying statistical, bioinformatic and machine-learning approaches, the postholder will undertake novel analyses of UK laboratory, publicly available and…"
61,Data Scientist,MS Amlin,London,,"This role will support and enhance the growing Hub, providing deep technical understanding of data science tools, techniques and technologies, and guiding…"
62,Data Scientist,Finecast,London,,"Assess the effectiveness of current data sources and data-gathering techniques and improve data collection methods, using APIs and automation."
63,Machine Learning Scientist - Data Science & AI,Asos.com,London,,"Experience accessing and combining data from multiple sources and building data pipelines, including a good knowledge of SQL."
64,Data Science Degree Apprenticeship Level 6,UK Government - Government Statistical Service,London,"£22,544 a year",Develop new insights from data using data science techniques;Any qualifications that contain modules of data analysis/ data science or computer science to…
65,Data Scientist - 10 Month FTC,Moneysupermarket Group,London W1D 3RB,,Python for data engineering and machine learning.A curious and innovative approach to data and problem solving.Tableau or Google Data Studio.
66,Fixed Income Quant & Data Scientist,"Jefferies & Company, Inc.",London,,"Our ideal candidate is a combination of a financial engineer, quant, data scientist and machine learning engineer."
67,Data Scientist,CitizenMe,London,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.
68,Data Scientist / ML Engineer,Novafutur,London,,Ability to analyse big data sets coming from heterogeneous producers both in real time and offline.Apply complex algorithms producing readable reports using BI…
69,Data Scientist,Databricks,London,,3+ years of industry data science experience.Scale customer data science workloads and implement new pipelines.Willing to travel up to 60%.
70,Graduate Data Scientist,BMT Group,London,,"You can expect to work with other Data Scientists, Software Developers and technology focussed Consultants and domain experts providing analysis and delivering…"
71,"Data Scientist, Legal",Facebook,London,,Mine massive amounts of data and perform large-scale data analysis to extract useful business insights.The Legal Technology Solution Data Science team in…
72,Data Scientist - Applied Science,causaLens,London W12 8EJ,,"Working with a broad range of clients to help them integrate our technology into their workflow over the long term, solving technical and data science issues."
73,DATA SCIENTIST,Bangura Solutions,London,,Experience with data analysis and handling sensitive data.Our prestigious clients are currently looking for a proven Data Scientists required to be responsible…
74,Senior Data Scientist,Oracle,London,,"Partner closely with other data scientists and data engineers to help inform, build, and test hypotheses delivering actionable insights."
75,Data Scientist,BAE Systems Applied Intelligence,London,,"Has awareness of User Centric Design (UCD), data privacy & data security guidelines.Interprets and translates object and data models into appropriate data…"
76,AdOps Data Scientist (FTC),ESI Media,London W8,,Use data analysis to facilitate revenue growth.You will possess advance data skills and thrive in an environment with large volumes of data and be able to…
77,Data Scientist,CGI,London,,"Experience with data visualisation tools (Matpotlib, GGplot, PowerBi etc.).You will work closely with Selecting features (building and optimising classifiers…"
78,Data Science Associate - FS Innovation Hub - London,Ernst & Young,London,,Analytic techniques to generate insights from both structured and unstructured data.Collaborate with Assurance professionals and take research ideas to real…
79,Data Scientist - London,MOLOCO,London,,Data validation: verifying the data we obtain from ad exchange and the third party mobile app tracking solutions so that our campaign models get trained with…
80,Senior Data Scientist,Spot Intelligence,London EC2A,,"Help build the platform by designing and productising machine learning models.Adhere to good coding practices, use git and use test driven development."
81,Machine Learning Scientist,Barings,London,,"Fluency in data manipulation (SQL, Spark, Pandas).Curiosity. A repeated pattern asking and understanding the “why” behind the data."
82,"DATA SCIENTIST (FRAUD) MANAGER, EMEA NIKE DIRECT DIGITAL FRA...",Nike,London,,"Sophisticated SQL and coding skills to perform data profiling.We are looking for a Data Scientist Manager to join our office in London, in a crucial role that…"
83,Data Science Intern,Echobox,London,,"Lead the entire life-cycle of a cutting edge AI/ML project.Create and execute a presentation for your project, to be delivered in front of the tech team."
84,Audience Measurement - Data Scientist,Ipsos,London,,"Developing machine learning models with senior data scientist guidance.Manipulating data and data processing in R, Python, SQL and Google Cloud Platform."
85,"Snr Data Scientist (Social Media), Prime Video",Amazon Digital UK Limited,London,,"Able to understand various data structures and common methods in data transformation.Experience with SAS, ETL, data processing, database programming and data…"
86,Senior Product Data Scientist - Activision Blizzard Media,Blizzard Entertainment,London W1F,,"Prior experience in advertising data products.Provide accurate data, insights and analysis for decision makers and stakeholders."
87,DATA SCIENCE CONSULTANT LONDON,managementsolutions,London,,"You will be working in key projects for leading organizations in data mining & knowledge Discovery, predictive modeling, trend modeling, Simulation models …"
88,Data Scientist - EU Workforce Staffing,Amazon UK Services Ltd.,London,,"3+ in a research science, ML, or data scientist role and a track record of strong statistical analysis and building machine or deep learning models."
89,Data Scientist,Vyn SmartVideoNotes,London,,"Good knowledge of data structures, data modelling and software architecture.This data is stored, analysed and labelled on the AWS cloud."
90,Data Science Degree Apprenticeship Programme 2021,Ferrovial Services,London,"£18,135 a year","Contribute to delivering data insights through reports, real-time dashboards and intuitive data visualizations.Data Science Degree Apprenticeship Programme."
91,Data Scientist - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
92,Data Scientist,Tetra Pak,Windsor,,Solid understanding of data structures and common methods in data transformation.We are embarking on a major transformation to become more data driven and we…
93,Senior Data Scientist,Reach,London,,"Experience in data analysis with SQL and Python.Building end-to-end machine learning solutions, as well as driving key strategic insights (you will be a full…"
94,Senior Applied Data Scientist,dunnhumby,London,,"Statistical Modelling and experience of applying data science into client problems.You will be at the forefront of dunnhumby’s data science team, distilling…"
95,Data Scientist (Insights),Cera Care,London EC1A 2BN,,"5+ years of demonstrated ability in a similar data scientist role.You’ll drive your own development, and will be supported in doing so, ensuring steady…"
96,Principal Data Scientist,bp,London,,"Familiarity with data infrastructure and data management technologies.Leading, growing and developing a team of data scientists to derive actionable business…"
97,"DATA SCIENTIST, CGM",Chubb,London,,"We are looking for a data scientist to improve all aspects of how we handle, manipulate, analyse and deliver data.Evaluate new and emerging technologies."
98,Data Scientist,PayPoint IT,Welwyn Garden City,,"Experience in data engineering, data modelling, data processing on-prem/cloud.Share knowledge across the Management Information and Business Intelligence teams…"
99,Data Scientist,Ocorian,London,,Responsible for data science approach to managing and analysing our data in order to build a larger strategy going forward.
100,Head of Data Science and Analytics,Data Idols,London,"£90,000 - £140,000 a year",Head of Data Science and Analytics.Data Idols are working with a well-known global client in the e-commerce space.
101,Advanced Analytics - Senior Research Data Scientist,Bank of England,London,"£59,400 a year","Prior experience working in a comparable organisation as a data scientist or senior analyst in a technical role.Job Posting 27-Jan-2021, 3:23:44 AM."
102,Data Scientist – (Business Consultancy / Analysis),Shift F5,London,,The company are a recently-formed collective of well-regarded Cyber Security thoughtleaders & AI specialists who are developing a unique cloud-based integrated…
103,Data Scientist,Colt Technology Services,London,,Understanding of the interaction of alternate technologies with incumbent technology (looking for industry / technology awareness).
104,Senior Data Scientist,Hastings Direct,London,,"Reviewing the data, analytical and modelling outputs of the team, to ensure our high standards are met, as well as keeping yourself up to date with the latest…"
105,Senior Python Machine Learning Data Engineer,Lloyds Banking Group,London,"£68,139 - £75,710 a year","You'll develop high quality, reusable data pipelines at scale, ingesting structured and unstructured data into our data lake, and feature engineering alongside…"
106,Data Scientist,BGL Group,London,,Innovate and drive improvements to Compare the Market data by identifying opportunities to improve existing data structures and collect new data sources.
107,Data Scientist,GoCardless,London,,"You have strong technical skills in data manipulation and extraction (strong SQL knowledge), data analysis and model prototyping and productionisation (Python,…"
108,Senior Product Data Scientist - Activision Blizzard Media,King.com,London,,"Prior experience in advertising data products.Provide accurate data, insights and analysis for decision makers and stakeholders."
109,MSc Data Science Online Tutor,University of London,London,"£1,273 a month",Mathematics and statistics for data science.We are looking for enthusiastic individuals to act as Online Tutors.Social networks and graph analysis.
110,Data Scientist,Clarivate Analytics,London SE1 8EZ,,Explores existing data for insights and recommends additional sources of data for improvements.Identifies new applications of ML and NLP in the context of…
111,Senior Data Scientist,Synechron,London,,Ability to work with complex data sets and simplify them generate valuable insights Ability to effectively articulate technical content to a non-technical…
112,Senior Data Scientist - People Recommendations,Bumble,London,,Strong knowledge in additional areas of data science such as computer vision and NLP.Have an interest in contributing to the data science community both…
113,Data Scientist,Blue Pelican,London,"£40,000 - £55,000 a year","Proven commercial experience in data science; (possibly) data engineering, (definitely) machine learning and AI, ideally within a marketing environment."
114,Data Scientist,Direct Line Group,Bromley,,Demonstrate and lead the “art of the possible” showcasing new capabilities and driving innovation within the immediate data science team and wider data science…
115,Data Scientist,Ascential,London,,Perform hypothesis testing to better understand data sets and comparison of data sets.Effectively partner and work closely with a data engineer for all data…
116,Data Scientist - OVO Smart Home,OVO External,London,,"Using appropriate data visualisations to tell a story with data.Experience building data pipelines using Airflow.Fluency in SQL, Python and Github."
117,"Data Analyst, Renewable Energy",AXIS Insurance,London,,Work with the Data Strategy area to ensure external data / internal developments are consistent with and incorporated into the overall data strategy.
118,Senior Data Scientist,Weber Shandwick,London,,"Data pipelines and data warehouse.4-5 years of experience in data science, machine learning and statistics.On a day-to-day basis, our main aim is to identify…"
119,Quantum Machine Learning Internship,Cambridge Quantum Computing,London,,Cambridge Quantum Computing limited (CQC) is looking for an intern that will be embedded in its Machine Learning and Quantum Algorithm team.
120,Data Scientist Intern,RELX Group,London,,"We will help you to establish, maintain, and tune customer risk models leveraging thousands of data points from the ThreatMetrix Digital Identity Network and…"
121,"Senior Data Scientist, Product Analytics",Monzo,London,,We work in cross-functional squads where every data scientist is a member of a central data discipline and fully embedded into 1 product squad alongside…
122,Data Scientist,Nesta,London,"£38,000 - £50,000 a year","These data scientists will be at the forefront of designing, scoping and delivering data science projects that deliver impact in these areas."
123,Machine Learning Scientist (London),GreySpark Partners,London,,Supervising the data acquisition process if more data is needed.Ability to understand various data structures and common methods in data transformation.
124,Data Scientist,EMR Marketing Recruitment,London,£450 - £550 a day,"Experienced in handling big data (Hadoop, Teradata, etc.).8-10 years' hands-on experience in data analytics.Support AI/ML model development."
125,Senior Data Scientist - Global participation,Twitter,London,,You provide strong technical mentorship to other data scientists and uplevel the overall technical bar of the DS team.
126,Senior Data Scientist,Vodafone,London,,"Expertise in data manipulation: use of structured data tools (e.g., SQL), & unstructured data tools and platforms (e.g., Spark, NoSQL)."
127,"Senior Applied Data Scientist, AI and Optimization Lead - At...","JPMorgan Chase Bank, N.A.",London,,"Experience with big data technologies, modern data engineering practices, frameworks and data visualization tools."
128,Customer Analytics Data Scientist Senior Associate,PwC,London,,"Propose data science problem solving approaches.Prototype, test and improve new data science models.Strong technical expertise in data science, statistical…"
129,Senior Data Scientist,Funding Circle UK,London EC4V,,"Utilising the most innovative data sources and modelling techniques.Demonstrable experience in a decision scientist or modeller role, ideally from a company…"
130,DX Development Data Scientist,"Sony Europe BV, United Kingdom",Weybridge,,Look for opportunities to implement additional AI technology to enhance data quality (Material mapping / Crawling / Support to external data cleansing such as…
131,PRINCIPAL DATA SCIENCE ENGINEER,SBTech,London,,"Extensive experience as the expert on a data science team where you were responsible for all aspects of data science technical projects, including development…"
132,Customer Analytics Data Scientist - Manager,PwC,London,,Track record of professional achievements to include leading teams of data scientists and analysts in project work.Own the data science solution in production.
133,"Data Scientist – Lead Data Scientist, Analytics & Cognitive,...",Deloitte,London,,"Knowledge of enterprise data architecture and data modelling.Candidates should have a passion for data, a strong background in either data science (including…"
134,Data Scientists - Consulting,PA Consulting Group,London,,We are looking for data architects who know how the future data platforms look like and know how they interact with existing legacy clients’ architecture.
135,Machine Learning/Data Mining Scientist for Cancer Prediction...,University of Hertfordshire,Hatfield,"£30,000 - £35,000 a year","Stage 2: Compliance to all ethical, regulatory and data requirements.Professional and/or industrial experience of data science, AI and."
136,Senior Data Scientist,Bumble,London,,"Collaborate with internal business stakeholders, data scientists and engineers in order to identify improvement opportunities from an AI perspective."
137,Front End Developer - AM Research Data Science - Associate,"JPMorgan Chase Bank, N.A.",London,,"Research Notes provides a platform for the authoring and distribution of internal analyst research reports for company, manager, fund and other qualitative…"
138,Data Science Degree Apprenticeship Programme 2021 – London,Amey plc,London,,"Contribute to delivering data insights through reports, real-time dashboards and intuitive data visualizations.Data Science Degree Apprenticeship Programme."
139,Data Scientist - Manager - UKI Assurance - Forensic Data Ana...,Ernst & Young,London,,"Carry out reactive and proactive data analysis of large structured and unstructured datasets, from a variety of data sources.Ideally, you’ll also have."
140,Lead Data Scientist,FIRST Global Events Agency,London,,"A background in data science; data engineering, machine learning and AI, ideally within a marketing environment."
141,Strategic Consultant - Data Science & Analytics,Amey plc,London,,"Have experience with big data technologies e.g. Spark, Cassandra.Help clients to make better use of their data and drive intelligent decision making."
142,Senior Data Scientist,Kainos,London,,"Senior Data Scientists apply their skills in quantitative analysis, data mining, machine learning and data presentation (storytelling) to see beyond the numbers…"
143,Data & Analytics Delivery Leader,Marsh and McLennan,London EC3R 5BU,,Work with board members and other executives to establish the vision for managing data as a business asset — to exploit data using research and analytics to…
144,IT Security Data Scientist,"Nomura Holdings, Inc.",London,,"We are looking for someone keen to make an impact by using data to make more intelligent, data driven decisions.Strong data management skills including SQL."
145,Junior Data Scientist,Lawrence Harvey,London,,"This can include data analytics, data science, data strategy or data governance disciplines.Develop and build data and technology solutions/service offering…"
146,Senior Product Data Scientist,Harnham,London,"£55,000 - £80,000 a year",A high-growth Food/Tech giant with millions of customers globally are seeking to expand their Data Science function.You will have commercial experience in SQL.
147,Senior Data Scientist - Digital,CAPCO,London,,"In addition to this, they will be expected to leverage their expertise to train and grow junior / graduate data scientists from the ground up."
148,Quantitative Developer/Data Scientist - CryptoCurrency,Opus Recruitment Solutions,London,"£100,000 a year","My Client is crypto currency high frequency trading business.Although they would describe themselves as a start up; they are successful and profitable, hence…"
149,Data Scientist,Aspire,London,"£60,000 - £70,000 a year",Deliver a variety of analytics and audience data modelling solutions within the advertising and media sector.Support the development of innovative products and…
150,Principal Data Scientist,Expedia Group,London EC1V 4EX,,Good data manipulation skills required including cleaning and managing data.Experience with data visualization tools and packages.
151,Senior Data Scientist / ML Engineer,Novafutur,London,,Our data scientist should be very good at working and communicating within an existing team and collaborating on a daily basis.
152,Senior Data Scientist,OpenMarket,London W4,,Advise on our data platform architecture and its ability to support our data science needs.Understand and analyze our data sets and provide a holistic view of…
153,"Partner Engineer - Network Analytics, Intern",Facebook,London,,"Familiar with big data analytics tools, and conducting large scale analysis.Experience using analytical tools (Tableau, statistical, visualization, GIS /…"
154,Lead Data Scientist,Kainos,London,,"Significant experience in cleansing, filtering and re-factoring complex data from different sources (including non-traditional data sources)."
155,"Senior Data Scientist, Marketing",Deliveroo,London,,Our team members use technical skills from the whole spectrum of data science: building analytical tools; informing decision making at all levels of the…
156,Quantum Machine Learning Scientist,Cambridge Quantum Computing,London,,"For example, parameterized quantum circuits (PQC) can be trained to perform tasks such as classification, regression, and generative modelling (see our recent…"
157,Sr. Data Scientist - ML Labs,AWS EMEA SARL (UK Branch),London,,Strong communication and data presentation skills.Analyze and extract relevant information from large amounts of historical data to help automate and optimize…
158,Senior Data Scientist - London or UK-Based Telecommute,UnitedHealth Group,London,,Well-rounded data science skill set.A passion for problem solving using data and analytics.Experience with Tableau or other data visualization tools is highly…
159,Lead Data Scientist,Kindred Group,London,,We have invested heavily in data technologies and associated analytical tools that enables our data scientist to provide innovative solutions using the latest…
160,Machine Learning Engineer - Data Science & AI,Asos.com,London,,Building and improving internal and external facing data products as part of a cross-functional tea m.The ability to work collaboratively and proactively in a…
161,"Insight Manager, Analytics (Financial Services)",Head Office,London SW1E 5NN,,"Technical skill, knowledge and experience in the use of Big Data, data visualisation, data manipulation and enterprise reporting techniques and tools."
162,Quantitative Researcher (Data Science/Machine Learning/Mathe...,G-Research,London,,"We pair this expertise with machine learning, big data, and some of the most advanced technology available to predict movements in financial markets."
163,Curious Data Scientists,Camden A.I.,London,,"Research and/or development experience in working with large data sets.Experience working with SQL and No-SQL databases, data visualization technologies and…"
164,"Data Security Engineer, Endeavor Analytics",Endeavor,London,,"This is a new technical role dedicated to ensuring our data remains secure by monitoring, enforcing and implementing new processes."
165,Data Engineering & Analytics,STEM Graduates,London,"£32,000 a year",Created a data analytics database for computational chemistry as part of a wider data infrastructure for augmented drug discovery.
166,Head of Data Science & Tools,Croud,London EC2A 4AA,"£7,500 a month","Integrating data systems and automated ETL.In-depth demonstrable experience in data science.Data tools and products development, which increases agency…"
167,Senior Data Scientist - Forensic Data Analytics - London,Ernst & Young,London,,"Managing teams of data scientists, engineers and data analysts, driving the direction of solution development, providing technical and managerial leadership and…"
168,Principal Data Scientist - Experian DataLabs,Experian,London,,Designing appropriate data structure and data storage schemes for efficient data manipulation and information retrieval.Conducting ROI and benefit analysis.
169,Data Scientist - Risk,Harnham,London,£550 - £650 a day,"As a Data Scientist, you will be working on model governance projects.You will be designing and developing different risk models using logistic regression,…"
170,Senior Data Scientist,The Trade Desk,London,,"You are a broadly skilled data scientist with experience embedding models into always-on production systems, working across a variety of technologies and data…"
171,Deputy Director of Data & Analytics,UK Government - Department of Health and Social Ca...,London,"£71,000 a year","Support the NHSX Deputy Director of Data Policy in development of policy related to data and the NHSX Chief Technology Officer in developing standards, an…"
172,Senior Data Scientist,Wood Plc,Staines-upon-Thames,,"Bachelor’s or post-graduate degree in data science, statistics or related quantitative field or chemical engineering with strong data science skills."
173,Principal Scientist - Patient Data Analytics,UCB S.A.,Slough,,Deliver projects in compliance with UCB’s data governance policies around patient data use.Experience with data cleaning/munging and analysis in the context of…
174,Junior Machine Learning Engineer - London,Echobox,London,,"Working knowledge of big data architectures, i.e. NoSQL, Hadoop etc.You will assist in the customisation of the product for new customers and trial data…"
175,"Senior Data Scientist, Customer Care, Forecasting",Deliveroo,London,,Our team members use technical skills from the whole spectrum of data science: building analytical tools; informing decision making at all levels of the…
176,"Research Scientist - Artificial Intelligence, Machine Learni...",Afiniti,London,,"The R&D team works intimately with our production data scientists, so the role can involve assisting with particularly tricky client models and developing new…"
177,Senior Geospatial Data Scientist,BuroHappold Engineering,London,,Taking the lead on the development of data science related projects and analytics products with underlying spatial data to develop our new urban analytics…
178,Data Analytics Assistant Manager – IGH Analytics,KPMG,London,,"Developing and delivering data strategy, data operating model, data governance or data maturity programmes for public sector clients."
179,Junior Data Scientist (Risk/Audit),Lawrence Harvey,London,,"This can include data analytics, data science, data strategy or data governance disciplines.Develop and build data and technology solutions/service offering…"
180,Senior Data Scientist,The Culture Trip,London,,"Experience in a technical leadership capacity, mentoring junior data scientists and leading technical development.50% off Pure Gym annual membership."
181,Senior Data Scientist,Refinitiv,London,,"Working with large, diverse data sets using big data and public cloud technology.Ability to track down complex data quality and data integration issues,…"
182,Data Scientist,Ocado Retail,Hatfield,,Cluster computing data processing frameworks (e.g. Spark).Experience conducting analysis on large data sets and providing rigorous interpretations of the…
183,"Senior Data Scientist, Advanced Analytics",IHS Markit,London EC2Y,,"Develop models, algorithms and data pipelines that leverage wealth of IHS Markit data to provide actionable insights to clients."
184,Data Scientist,Harnham,London,"£60,000 - £80,000 a year","Present results from your own research to senior members throughout the organisation using data visualisation.Up to £80,000 + competitive bonus & benefits."
